month,day,hour,ghi,solar_zenith_angle,clearsky_ghi,relative_humidity,temperature
1,1,5,0,91.9,0,95.82,25.200000000000003
1,1,6,74,78.03,155,95.42,25.5
1,1,7,297,64.33,394,91.81,26.200000000000003
1,1,8,554,50.88,623,85.57000000000001,27.1
1,1,9,656,38.09,810,80.08,28.0
1,1,10,859,27.03,936,76.0,28.6
1,1,11,930,20.76,990,72.95,29.0
1,1,12,969,23.54,969,71.04,29.3
1,1,13,869,33.15,869,70.63,29.4
1,1,14,702,45.42,702,71.16,29.3
1,1,15,470,58.67,490,72.62,29.1
1,1,16,207,72.31,252,76.58,28.700000000000003
1,1,17,27,85.96000000000001,41,80.71000000000001,28.1
1,2,5,0,92.01,0,96.38,25.5
1,2,6,53,78.13,155,94.05,25.9
1,2,7,179,64.43,394,88.03,26.700000000000003
1,2,8,396,50.96,622,81.42,27.6
1,2,9,584,38.14,808,76.58,28.3
1,2,10,540,27.04,933,73.67,28.8
1,2,11,741,20.69,988,72.56,29.1
1,2,12,742,23.41,967,72.15,29.3
1,2,13,445,33.01,872,72.59,29.3
1,2,14,564,45.29,711,74.09,29.1
1,2,15,500,58.55,500,75.97,28.9
1,2,16,242,72.19,260,80.10000000000001,28.5
1,2,17,44,85.86,44,84.64,27.9
1,3,5,0,92.12,0,97.74,25.5
1,3,6,153,78.23,153,96.31,25.700000000000003
1,3,7,357,64.52,392,93.11,26.200000000000003
1,3,8,567,51.04,619,85.79,27.200000000000003
1,3,9,462,38.2,806,78.64,28.200000000000003
1,3,10,723,27.04,929,73.35000000000001,29.1
1,3,11,962,20.62,978,69.83,29.8
1,3,12,958,23.27,958,68.03,30.200000000000003
1,3,13,861,32.87,861,67.43,30.4
1,3,14,696,45.16,696,67.89,30.4
1,3,15,487,58.43,487,70.02,30.200000000000003
1,3,16,251,72.08,251,74.74,29.700000000000003
1,3,17,41,85.76,41,80.81,28.9
1,4,5,0,92.23,0,96.45,25.6
1,4,6,115,78.34,147,94.82,25.9
1,4,7,386,64.61,386,90.65,26.5
1,4,8,615,51.11,615,84.42,27.4
1,4,9,804,38.24,804,78.7,28.3
1,4,10,700,27.04,931,74.3,29.1
1,4,11,987,20.54,987,71.58,29.6
1,4,12,966,23.13,966,69.72,30.0
1,4,13,870,32.72,870,68.97,30.200000000000003
1,4,14,706,45.02,706,69.84,30.1
1,4,15,496,58.3,496,71.83,29.9
1,4,16,258,71.96000000000001,258,75.84,29.5
1,4,17,44,85.66,44,80.41,28.8
1,5,5,0,92.35,0,94.13,26.1
1,5,6,122,78.44,147,90.82,26.6
1,5,7,360,64.7,384,84.47,27.4
1,5,8,477,51.18,613,79.16,28.200000000000003
1,5,9,527,38.29,801,74.01,29.1
1,5,10,875,27.04,922,70.48,29.8
1,5,11,864,20.45,962,67.84,30.4
1,5,12,931,22.98,943,66.4,30.8
1,5,13,848,32.57,848,65.72,31.0
1,5,14,688,44.89,688,65.89,31.0
1,5,15,478,58.18,478,67.22,30.8
1,5,16,244,71.85000000000001,244,71.63,30.200000000000003
1,5,17,39,85.56,39,77.33,29.4
1,6,5,0,92.46,0,94.18,26.0
1,6,6,64,78.53,141,93.21,26.1
1,6,7,309,64.78,378,90.64,26.5
1,6,8,579,51.25,608,86.10000000000001,27.1
1,6,9,729,38.32,796,80.9,27.8
1,6,10,426,27.03,924,75.62,28.6
1,6,11,969,20.35,979,72.32000000000001,29.200000000000003
1,6,12,804,22.83,960,70.18,29.6
1,6,13,674,32.42,863,69.86,29.6
1,6,14,521,44.75,698,70.99,29.4
1,6,15,405,58.05,490,74.06,29.0
1,6,16,191,71.74,254,78.88,28.5
1,6,17,31,85.46000000000001,44,82.67,28.0
1,7,5,0,92.56,0,98.16,25.200000000000003
1,7,6,32,78.63,148,97.02,25.5
1,7,7,242,64.86,388,94.76,26.0
1,7,8,200,51.31,617,88.82000000000001,26.8
1,7,9,322,38.36,805,81.38,27.5
1,7,10,440,27.01,933,75.53,28.0
1,7,11,759,20.25,990,72.17,28.3
1,7,12,824,22.67,971,70.82000000000001,28.4
1,7,13,875,32.27,875,70.48,28.4
1,7,14,457,44.61,709,71.76,28.1
1,7,15,158,57.93,498,73.42,27.8
1,7,16,14,71.63,259,77.2,27.200000000000003
1,7,17,10,85.37,46,81.72,26.6
1,8,5,0,92.67,0,97.41,24.1
1,8,6,8,78.72,143,96.16,24.4
1,8,7,51,64.94,382,92.92,24.9
1,8,8,200,51.370000000000005,613,86.34,25.700000000000003
1,8,9,433,38.39,802,77.99,26.8
1,8,10,543,26.99,931,71.78,27.8
1,8,11,472,20.14,989,68.94,28.4
1,8,12,546,22.51,971,68.21000000000001,28.6
1,8,13,374,32.11,879,68.51,28.6
1,8,14,398,44.47,720,69.58,28.5
1,8,15,226,57.81,509,72.15,28.200000000000003
1,8,16,27,71.52,269,76.24,27.8
1,8,17,7,85.27,50,80.65,27.200000000000003
1,9,5,0,92.78,0,94.49,25.0
1,9,6,26,78.82000000000001,146,91.39,25.6
1,9,7,88,65.02,386,85.44,26.3
1,9,8,248,51.43,616,80.81,27.0
1,9,9,334,38.42,805,77.65,27.6
1,9,10,673,26.96,935,74.4,28.1
1,9,11,931,20.02,993,71.97,28.5
1,9,12,975,22.34,975,71.66,28.5
1,9,13,883,31.95,883,72.7,28.3
1,9,14,724,44.33,724,75.47,28.0
1,9,15,500,57.68,513,79.39,27.700000000000003
1,9,16,225,71.41,273,81.69,27.3
1,9,17,41,85.18,52,83.61,27.1
1,10,5,0,92.88,0,94.56,25.1
1,10,6,23,78.91,142,96.11,25.1
1,10,7,59,65.1,381,96.38,25.200000000000003
1,10,8,170,51.48,613,94.99,25.4
1,10,9,426,38.44,804,91.6,25.6
1,10,10,327,26.93,935,88.09,25.8
1,10,11,317,19.9,994,86.3,26.0
1,10,12,323,22.16,977,85.49,26.1
1,10,13,365,31.79,885,85.85000000000001,26.0
1,10,14,105,44.19,726,87.82000000000001,25.700000000000003
1,10,15,89,57.56,515,90.22,25.4
1,10,16,102,71.3,275,93.75,25.0
1,10,17,26,85.09,54,94.67,24.8
1,11,5,0,92.99,0,90.02,24.200000000000003
1,11,6,12,78.99,144,92.49,24.4
1,11,7,79,65.17,384,95.13,24.700000000000003
1,11,8,188,51.53,616,96.61,25.0
1,11,9,220,38.46,807,94.76,25.3
1,11,10,380,26.89,938,90.87,25.6
1,11,11,361,19.76,998,86.48,25.9
1,11,12,340,21.98,981,83.84,26.1
1,11,13,312,31.63,890,82.76,26.200000000000003
1,11,14,213,44.05,731,83.34,26.1
1,11,15,350,57.44,521,85.71000000000001,25.8
1,11,16,191,71.2,280,89.65,25.3
1,11,17,47,85.0,56,92.49,25.0
1,12,5,0,93.09,0,96.37,23.9
1,12,6,57,79.08,146,93.53,24.4
1,12,7,252,65.24,389,87.75,25.1
1,12,8,527,51.58,621,81.52,26.0
1,12,9,724,38.47,812,77.05,26.9
1,12,10,619,26.84,943,73.99,27.6
1,12,11,597,19.63,1001,72.22,28.0
1,12,12,899,21.8,984,71.08,28.3
1,12,13,889,31.47,889,71.32000000000001,28.3
1,12,14,723,43.91,723,72.66,28.1
1,12,15,514,57.32,514,75.32000000000001,27.700000000000003
1,12,16,276,71.09,276,79.42,27.200000000000003
1,12,17,54,84.92,54,85.4,26.5
1,13,5,0,93.19,0,96.97,25.0
1,13,6,136,79.16,136,94.84,25.4
1,13,7,355,65.3,374,89.88,26.0
1,13,8,605,51.620000000000005,605,85.06,26.6
1,13,9,797,38.48,797,82.71000000000001,27.0
1,13,10,931,26.79,931,80.59,27.4
1,13,11,993,19.48,993,78.32000000000001,27.8
1,13,12,978,21.61,978,77.55,27.9
1,13,13,767,31.3,888,77.46000000000001,27.9
1,13,14,645,43.77,730,78.65,27.700000000000003
1,13,15,519,57.2,519,81.41,27.3
1,13,16,228,70.99,279,85.36,26.9
1,13,17,51,84.83,56,87.98,26.6
1,14,5,0,93.29,0,95.35,25.0
1,14,6,19,79.24,137,95.55,25.4
1,14,7,117,65.36,376,96.2,25.9
1,14,8,289,51.66,609,96.15,26.200000000000003
1,14,9,514,38.48,802,93.67,26.4
1,14,10,639,26.74,936,91.22,26.6
1,14,11,761,19.34,998,89.76,26.700000000000003
1,14,12,543,21.41,984,89.72,26.6
1,14,13,214,31.13,892,90.58,26.4
1,14,14,59,43.63,732,92.13,26.1
1,14,15,138,57.08,522,93.87,25.9
1,14,16,93,70.89,281,95.75,25.700000000000003
1,14,17,16,84.75,57,96.27,25.4
1,15,5,0,93.38,0,98.25,24.8
1,15,6,51,79.32000000000001,136,97.73,25.0
1,15,7,319,65.42,376,97.57,25.200000000000003
1,15,8,327,51.7,611,95.34,25.6
1,15,9,734,38.49,805,90.12,26.3
1,15,10,919,26.68,939,83.26,27.1
1,15,11,937,19.18,1002,78.28,27.700000000000003
1,15,12,940,21.22,986,75.42,28.1
1,15,13,788,30.96,895,74.65,28.200000000000003
1,15,14,734,43.49,734,74.98,28.1
1,15,15,438,56.96,523,77.32000000000001,27.700000000000003
1,15,16,259,70.79,282,81.9,27.1
1,15,17,44,84.67,58,86.44,26.5
1,16,5,0,93.48,0,96.57,24.8
1,16,6,135,79.4,135,94.52,25.200000000000003
1,16,7,332,65.48,376,90.59,25.700000000000003
1,16,8,495,51.73,609,88.14,26.1
1,16,9,693,38.48,802,86.45,26.5
1,16,10,658,26.62,933,84.07000000000001,26.9
1,16,11,731,19.02,993,82.75,27.1
1,16,12,980,21.01,980,81.67,27.3
1,16,13,891,30.79,891,81.71000000000001,27.3
1,16,14,734,43.35,734,82.59,27.200000000000003
1,16,15,524,56.85,524,84.59,27.0
1,16,16,282,70.7,282,88.43,26.6
1,16,17,58,84.59,58,92.07,26.200000000000003
1,17,5,0,93.57,0,98.35,25.200000000000003
1,17,6,27,79.47,131,97.36,25.6
1,17,7,142,65.54,370,96.39,26.0
1,17,8,347,51.76,604,91.73,26.6
1,17,9,337,38.47,798,85.27,27.4
1,17,10,424,26.55,932,80.01,28.0
1,17,11,402,18.85,995,76.99,28.3
1,17,12,716,20.8,980,75.17,28.5
1,17,13,643,30.62,885,74.78,28.5
1,17,14,657,43.21,717,75.88,28.3
1,17,15,479,56.73,512,79.17,27.8
1,17,16,199,70.60000000000001,274,83.75,27.3
1,17,17,50,84.52,55,88.45,26.700000000000003
1,18,5,0,93.66,0,97.63,25.200000000000003
1,18,6,86,79.54,126,95.69,25.700000000000003
1,18,7,285,65.59,365,93.6,26.200000000000003
1,18,8,589,51.78,599,89.49,26.700000000000003
1,18,9,687,38.46,795,85.98,27.200000000000003
1,18,10,522,26.47,930,82.71000000000001,27.6
1,18,11,552,18.67,993,80.54,27.9
1,18,12,785,20.59,981,79.89,28.0
1,18,13,692,30.44,893,79.84,28.0
1,18,14,590,43.07,737,81.09,27.8
1,18,15,370,56.620000000000005,527,84.14,27.4
1,18,16,196,70.51,286,88.81,27.0
1,18,17,38,84.45,60,91.13,26.6
1,19,5,0,93.74,0,96.48,25.4
1,19,6,7,79.61,131,97.34,25.700000000000003
1,19,7,19,65.63,373,98.47,25.9
1,19,8,35,51.81,607,96.6,26.1
1,19,9,58,38.45,802,92.98,26.4
1,19,10,79,26.4,936,88.16,26.9
1,19,11,318,18.49,999,85.55,27.200000000000003
1,19,12,400,20.38,984,85.67,27.200000000000003
1,19,13,400,30.27,894,87.78,27.0
1,19,14,454,42.94,736,90.97,26.6
1,19,15,382,56.51,527,93.71,26.3
1,19,16,211,70.42,287,96.08,26.0
1,19,17,46,84.38,61,97.02,25.700000000000003
1,20,5,0,93.83,0,97.15,25.0
1,20,6,101,79.68,131,96.99,25.4
1,20,7,226,65.68,373,98.07,25.6
1,20,8,398,51.82,608,97.06,25.8
1,20,9,534,38.43,804,94.48,26.1
1,20,10,788,26.31,941,90.77,26.6
1,20,11,769,18.31,1005,87.26,27.0
1,20,12,979,20.16,992,84.91,27.3
1,20,13,903,30.09,903,84.11,27.4
1,20,14,746,42.8,746,84.86,27.3
1,20,15,535,56.4,535,87.31,27.0
1,20,16,292,70.34,292,90.84,26.700000000000003
1,20,17,64,84.32000000000001,64,93.29,26.4
1,21,5,0,93.91,0,99.28,25.200000000000003
1,21,6,15,79.74,132,98.51,25.4
1,21,7,66,65.72,374,98.0,25.700000000000003
1,21,8,245,51.84,609,97.3,25.9
1,21,9,412,38.41,805,93.63,26.3
1,21,10,727,26.22,941,88.61,26.8
1,21,11,687,18.11,1005,84.8,27.1
1,21,12,741,19.93,993,82.65,27.3
1,21,13,713,29.92,898,81.76,27.4
1,21,14,594,42.66,728,82.85000000000001,27.200000000000003
1,21,15,463,56.3,519,84.64,27.0
1,21,16,242,70.25,279,87.99,26.6
1,21,17,43,84.25,58,92.18,26.1
1,22,5,0,93.99,0,97.25,24.9
1,22,6,18,79.8,128,95.02,25.4
1,22,7,233,65.76,370,91.94,25.9
1,22,8,502,51.85,608,88.16,26.4
1,22,9,413,38.38,805,84.53,27.1
1,22,10,501,26.13,942,81.14,27.700000000000003
1,22,11,623,17.91,1007,78.78,28.200000000000003
1,22,12,732,19.7,996,78.26,28.4
1,22,13,792,29.74,906,78.96000000000001,28.4
1,22,14,747,42.53,747,80.98,28.200000000000003
1,22,15,538,56.19,538,84.25,27.9
1,22,16,296,70.17,296,89.01,27.5
1,22,17,64,84.19,66,91.79,27.0
1,23,5,0,94.07,0,98.63,25.3
1,23,6,43,79.85000000000001,131,98.17,25.3
1,23,7,156,65.79,374,98.24,25.3
1,23,8,300,51.86,610,97.57,25.3
1,23,9,295,38.35,807,96.09,25.3
1,23,10,581,26.04,944,93.22,25.6
1,23,11,404,17.71,1010,89.35000000000001,26.1
1,23,12,563,19.47,998,87.31,26.4
1,23,13,415,29.57,910,86.36,26.6
1,23,14,353,42.4,754,87.53,26.5
1,23,15,390,56.09,542,89.88,26.3
1,23,16,259,70.09,299,93.12,26.0
1,23,17,45,84.14,67,95.27,25.700000000000003
1,24,5,0,94.15,0,98.79,24.9
1,24,6,9,79.91,129,97.81,25.1
1,24,7,117,65.83,374,97.41,25.3
1,24,8,213,51.870000000000005,613,94.79,25.6
1,24,9,523,38.32,810,89.49,26.3
1,24,10,462,25.94,948,82.96000000000001,27.1
1,24,11,887,17.5,1014,78.25,27.700000000000003
1,24,12,782,19.24,1002,76.11,27.9
1,24,13,640,29.39,913,75.57000000000001,27.9
1,24,14,613,42.27,756,76.7,27.700000000000003
1,24,15,464,55.99,545,79.84,27.3
1,24,16,284,70.02,301,84.96000000000001,26.8
1,24,17,61,84.08,68,89.49,26.3
1,25,5,0,94.22,0,98.07,24.9
1,25,6,46,79.96000000000001,128,97.29,25.200000000000003
1,25,7,226,65.86,371,96.96,25.5
1,25,8,325,51.870000000000005,607,95.7,25.700000000000003
1,25,9,390,38.28,804,92.73,26.0
1,25,10,452,25.83,943,89.44,26.3
1,25,11,398,17.28,1010,86.9,26.5
1,25,12,480,19.0,1001,85.51,26.6
1,25,13,652,29.22,914,83.51,26.8
1,25,14,517,42.14,758,82.2,26.9
1,25,15,441,55.89,548,83.21000000000001,26.700000000000003
1,25,16,121,69.94,304,86.44,26.4
1,25,17,23,84.03,70,89.28,26.1
1,26,5,0,94.29,0,95.58,25.1
1,26,6,31,80.01,128,94.82,25.6
1,26,7,153,65.88,371,94.48,26.1
1,26,8,248,51.870000000000005,608,92.07,26.5
1,26,9,397,38.24,805,89.17,26.8
1,26,10,632,25.72,939,87.67,26.9
1,26,11,579,17.06,998,87.65,26.8
1,26,12,692,18.76,990,88.85000000000001,26.5
1,26,13,624,29.05,899,90.2,26.200000000000003
1,26,14,381,42.01,736,92.81,25.700000000000003
1,26,15,471,55.8,531,94.44,25.4
1,26,16,223,69.87,292,95.99,25.200000000000003
1,26,17,65,83.98,65,97.32,24.9
1,27,5,0,94.36,0,98.93,24.4
1,27,6,15,80.06,128,98.23,24.6
1,27,7,71,65.91,372,96.37,25.0
1,27,8,193,51.86,610,91.14,25.700000000000003
1,27,9,150,38.19,808,82.84,26.700000000000003
1,27,10,444,25.61,947,76.45,27.5
1,27,11,399,16.84,1013,73.64,27.9
1,27,12,479,18.51,1001,71.96000000000001,28.200000000000003
1,27,13,572,28.87,913,72.19,28.200000000000003
1,27,14,370,41.89,757,73.66,28.0
1,27,15,428,55.7,545,75.92,27.700000000000003
1,27,16,271,69.81,301,79.88,27.200000000000003
1,27,17,68,83.94,68,85.47,26.5
1,28,5,0,94.42,0,95.47,25.0
1,28,6,23,80.10000000000001,126,92.44,25.5
1,28,7,129,65.93,370,87.69,26.200000000000003
1,28,8,297,51.85,610,83.05,27.0
1,28,9,559,38.15,810,79.81,27.6
1,28,10,497,25.49,950,76.84,28.200000000000003
1,28,11,646,16.61,1017,74.43,28.700000000000003
1,28,12,773,18.27,1007,73.36,29.0
1,28,13,826,28.7,916,73.21000000000001,29.1
1,28,14,755,41.77,755,74.8,28.9
1,28,15,544,55.620000000000005,544,77.42,28.5
1,28,16,212,69.74,299,81.22,28.0
1,28,17,43,83.9,67,86.82000000000001,27.4
1,29,5,0,94.48,0,96.62,25.700000000000003
1,29,6,122,80.14,122,94.53,25.9
1,29,7,367,65.95,367,91.2,26.3
1,29,8,593,51.84,607,86.47,26.9
1,29,9,780,38.1,807,82.79,27.5
1,29,10,817,25.37,947,80.33,28.0
1,29,11,999,16.37,1015,79.24,28.3
1,29,12,704,18.02,1005,78.86,28.5
1,29,13,916,28.53,916,79.38,28.5
1,29,14,661,41.65,757,80.82000000000001,28.3
1,29,15,421,55.53,547,82.94,28.0
1,29,16,215,69.68,302,87.03,27.6
1,29,17,46,83.86,69,91.5,27.1
1,30,5,0,94.54,0,98.3,25.700000000000003
1,30,6,7,80.18,122,98.74,25.700000000000003
1,30,7,55,65.96000000000001,365,98.13,25.9
1,30,8,298,51.83,606,97.1,26.200000000000003
1,30,9,390,38.04,807,94.97,26.5
1,30,10,571,25.25,947,89.0,27.1
1,30,11,468,16.13,1014,84.36,27.5
1,30,12,723,17.77,1003,81.92,27.8
1,30,13,645,28.36,915,81.37,27.8
1,30,14,627,41.53,759,82.16,27.6
1,30,15,547,55.44,547,83.33,27.4
1,30,16,162,69.62,302,86.41,27.0
1,30,17,26,83.82000000000001,68,91.35,26.4
1,31,5,0,94.6,0,98.17,25.5
1,31,6,31,80.21000000000001,119,96.22,25.8
1,31,7,173,65.97,361,94.31,26.1
1,31,8,226,51.81,599,90.28,26.5
1,31,9,467,37.99,799,86.56,26.9
1,31,10,598,25.13,941,82.8,27.1
1,31,11,504,15.88,1010,80.17,27.200000000000003
1,31,12,809,17.51,1001,79.05,27.200000000000003
1,31,13,453,28.19,915,78.78,27.1
1,31,14,508,41.41,759,79.48,26.9
1,31,15,478,55.36,548,81.36,26.6
1,31,16,223,69.57000000000001,303,84.77,26.3
1,31,17,54,83.79,69,88.34,26.0
2,1,5,0,94.66,0,95.32,25.6
2,1,6,96,80.24,123,93.11,26.0
2,1,7,341,65.98,368,88.87,26.5
2,1,8,528,51.8,608,84.37,27.0
2,1,9,622,37.93,808,81.13,27.4
2,1,10,512,25.0,948,78.35000000000001,27.8
2,1,11,931,15.63,1016,77.01,28.0
2,1,12,848,17.26,1006,76.17,28.200000000000003
2,1,13,609,28.02,919,76.48,28.200000000000003
2,1,14,342,41.3,762,77.4,28.1
2,1,15,306,55.29,549,79.83,27.8
2,1,16,111,69.52,304,84.12,27.4
2,1,17,49,83.76,70,87.60000000000001,27.0
2,2,5,0,94.71,0,96.94,25.4
2,2,6,61,80.27,121,95.4,25.700000000000003
2,2,7,204,65.99,365,93.29,26.1
2,2,8,305,51.77,606,90.95,26.4
2,2,9,500,37.86,808,87.39,26.9
2,2,10,698,24.86,949,82.67,27.6
2,2,11,706,15.37,1018,79.52,28.0
2,2,12,755,17.0,1009,78.32000000000001,28.1
2,2,13,751,27.86,920,78.03,28.1
2,2,14,641,41.19,761,78.74,28.0
2,2,15,376,55.21,550,80.95,27.700000000000003
2,2,16,249,69.47,304,85.35000000000001,27.200000000000003
2,2,17,49,83.74,70,89.64,26.8
2,3,5,0,94.76,0,97.9,24.9
2,3,6,54,80.3,122,96.16,25.200000000000003
2,3,7,209,65.99,369,93.01,25.6
2,3,8,326,51.75,611,87.59,26.3
2,3,9,285,37.8,813,83.03,27.0
2,3,10,439,24.73,954,78.86,27.5
2,3,11,544,15.11,1023,76.25,27.8
2,3,12,489,16.740000000000002,1013,75.38,27.9
2,3,13,375,27.7,926,76.0,27.8
2,3,14,498,41.09,770,77.89,27.6
2,3,15,477,55.14,557,81.31,27.200000000000003
2,3,16,281,69.42,311,85.93,26.700000000000003
2,3,17,45,83.71000000000001,73,90.37,26.200000000000003
2,4,5,0,94.8,0,97.34,25.3
2,4,6,18,80.32000000000001,124,96.79,25.5
2,4,7,194,65.99,370,94.37,26.0
2,4,8,338,51.72,612,89.3,26.700000000000003
2,4,9,712,37.73,814,83.05,27.5
2,4,10,955,24.59,955,79.26,28.0
2,4,11,1021,14.85,1021,76.61,28.4
2,4,12,1013,16.48,1013,75.37,28.6
2,4,13,923,27.54,923,74.93,28.700000000000003
2,4,14,759,40.98,759,75.60000000000001,28.6
2,4,15,549,55.07,549,77.62,28.3
2,4,16,303,69.38,303,81.59,27.8
2,4,17,69,83.7,69,86.84,27.3
2,5,5,0,94.84,0,96.71,25.8
2,5,6,103,80.34,120,95.1,26.0
2,5,7,256,65.99,366,90.57,26.5
2,5,8,442,51.69,609,85.03,27.200000000000003
2,5,9,495,37.66,812,81.08,27.8
2,5,10,619,24.45,954,78.57000000000001,28.200000000000003
2,5,11,833,14.58,1024,77.14,28.4
2,5,12,1013,16.22,1013,76.3,28.5
2,5,13,923,27.38,923,76.2,28.5
2,5,14,760,40.88,760,77.35000000000001,28.3
2,5,15,509,55.01,548,80.11,27.9
2,5,16,220,69.34,303,84.25,27.5
2,5,17,52,83.68,70,87.65,27.1
2,6,5,0,94.88,0,96.18,25.9
2,6,6,54,80.36,123,94.32,26.3
2,6,7,225,65.98,371,90.88,26.8
2,6,8,337,51.66,614,87.88,27.3
2,6,9,431,37.59,816,85.57000000000001,27.8
2,6,10,515,24.31,957,83.27,28.1
2,6,11,617,14.3,1027,80.83,28.4
2,6,12,972,15.96,1018,80.33,28.4
2,6,13,930,27.23,930,80.18,28.4
2,6,14,770,40.79,770,81.8,28.1
2,6,15,557,54.95,557,83.67,27.8
2,6,16,310,69.31,310,87.22,27.4
2,6,17,73,83.67,73,91.15,26.9
2,7,5,0,94.92,0,98.83,25.8
2,7,6,13,80.38,123,98.24,26.0
2,7,7,41,65.98,371,97.97,26.200000000000003
2,7,8,37,51.620000000000005,613,96.07,26.4
2,7,9,72,37.51,816,91.84,27.0
2,7,10,179,24.16,957,87.15,27.6
2,7,11,233,14.03,1026,84.63,27.9
2,7,12,522,15.7,1017,83.18,28.1
2,7,13,616,27.08,930,83.09,28.1
2,7,14,508,40.7,772,83.86,28.0
2,7,15,560,54.89,560,86.68,27.6
2,7,16,307,69.27,312,90.66,27.1
2,7,17,74,83.66,74,94.27,26.6
2,8,5,0,94.95,0,97.94,25.9
2,8,6,14,80.39,124,97.18,26.200000000000003
2,8,7,52,65.96000000000001,371,97.27,26.5
2,8,8,363,51.58,613,96.77,26.6
2,8,9,487,37.44,815,94.59,26.700000000000003
2,8,10,687,24.02,957,90.51,27.1
2,8,11,565,13.75,1027,86.4,27.5
2,8,12,872,15.44,1018,84.22,27.700000000000003
2,8,13,791,26.93,931,84.22,27.700000000000003
2,8,14,738,40.61,774,85.44,27.5
2,8,15,561,54.84,561,87.98,27.1
2,8,16,301,69.25,314,90.82,26.700000000000003
2,8,17,50,83.65,75,94.39,26.200000000000003
2,9,5,0,94.98,0,95.94,25.5
2,9,6,43,80.4,121,97.03,25.700000000000003
2,9,7,202,65.95,369,98.38,25.9
2,9,8,442,51.54,613,97.85,26.1
2,9,9,580,37.36,816,96.81,26.200000000000003
2,9,10,610,23.87,958,95.03,26.3
2,9,11,482,13.46,1028,92.52,26.5
2,9,12,741,15.18,1019,90.69,26.6
2,9,13,749,26.79,932,89.89,26.6
2,9,14,493,40.52,776,90.09,26.5
2,9,15,392,54.79,562,91.26,26.3
2,9,16,222,69.22,315,92.84,26.1
2,9,17,61,83.65,75,95.07,25.8
2,10,5,0,95.01,0,94.96,25.4
2,10,6,64,80.4,124,95.04,25.8
2,10,7,296,65.93,373,96.4,26.200000000000003
2,10,8,488,51.5,616,95.8,26.4
2,10,9,638,37.28,819,91.35,27.0
2,10,10,750,23.72,961,85.85000000000001,27.6
2,10,11,818,13.17,1031,81.79,28.0
2,10,12,827,14.92,1022,79.94,28.200000000000003
2,10,13,869,26.65,935,79.10000000000001,28.3
2,10,14,490,40.44,777,79.94,28.1
2,10,15,249,54.74,562,81.66,27.8
2,10,16,120,69.2,312,85.43,27.3
2,10,17,37,83.65,73,90.44,26.700000000000003
2,11,5,0,95.03,0,96.69,25.9
2,11,6,113,80.41,113,96.01,26.1
2,11,7,358,65.92,358,95.15,26.4
2,11,8,406,51.46,603,93.74,26.700000000000003
2,11,9,574,37.19,809,90.8,27.0
2,11,10,694,23.57,952,86.64,27.4
2,11,11,714,12.88,1020,83.09,27.700000000000003
2,11,12,950,14.67,1013,80.46000000000001,28.1
2,11,13,902,26.52,917,79.9,28.200000000000003
2,11,14,742,40.37,742,80.89,28.1
2,11,15,518,54.7,531,83.66,27.8
2,11,16,284,69.18,288,87.58,27.5
2,11,17,62,83.66,62,91.17,27.1
2,12,5,0,95.06,0,98.06,25.9
2,12,6,76,80.41,114,96.43,26.1
2,12,7,253,65.89,359,94.05,26.4
2,12,8,461,51.41,604,90.2,26.9
2,12,9,479,37.11,808,86.37,27.4
2,12,10,766,23.42,952,82.28,28.0
2,12,11,844,12.59,1023,79.61,28.4
2,12,12,1004,14.41,1015,78.41,28.6
2,12,13,929,26.39,929,78.46000000000001,28.6
2,12,14,607,40.3,771,79.87,28.4
2,12,15,375,54.66,556,82.68,28.1
2,12,16,165,69.17,307,88.09,27.6
2,12,17,30,83.66,70,90.6,27.200000000000003
2,13,5,0,95.07,0,99.5,25.9
2,13,6,56,80.4,119,98.85,26.0
2,13,7,282,65.87,367,98.38,26.200000000000003
2,13,8,317,51.36,612,97.71,26.4
2,13,9,361,37.02,816,94.22,26.700000000000003
2,13,10,412,23.26,959,89.41,27.200000000000003
2,13,11,803,12.29,1029,84.11,27.700000000000003
2,13,12,825,14.16,1020,81.78,27.9
2,13,13,683,26.27,930,81.05,28.0
2,13,14,429,40.23,769,82.16,27.8
2,13,15,228,54.63,553,83.97,27.5
2,13,16,29,69.16,303,87.32000000000001,27.0
2,13,17,8,83.67,68,91.46,26.5
2,14,5,0,95.09,0,98.01,25.6
2,14,6,44,80.4,118,97.16,26.0
2,14,7,112,65.84,368,95.51,26.5
2,14,8,427,51.31,613,91.27,27.1
2,14,9,542,36.94,817,86.10000000000001,27.700000000000003
2,14,10,575,23.11,960,82.64,28.1
2,14,11,556,11.99,1030,80.12,28.4
2,14,12,572,13.91,1020,79.67,28.4
2,14,13,735,26.15,931,80.35000000000001,28.3
2,14,14,598,40.17,772,82.51,28.0
2,14,15,421,54.6,556,85.52,27.700000000000003
2,14,16,266,69.16,307,90.07000000000001,27.3
2,14,17,43,83.69,69,93.1,26.9
2,15,5,0,95.1,0,98.01,25.4
2,15,6,10,80.39,108,96.94,25.6
2,15,7,51,65.82000000000001,350,94.84,25.9
2,15,8,111,51.25,592,89.97,26.5
2,15,9,443,36.85,796,84.78,27.200000000000003
2,15,10,376,22.96,943,81.52,27.700000000000003
2,15,11,399,11.68,1017,80.29,27.9
2,15,12,585,13.66,1011,79.68,28.0
2,15,13,700,26.03,925,80.16,27.9
2,15,14,640,40.11,766,81.42,27.700000000000003
2,15,15,512,54.57,551,83.65,27.4
